Show_id,Title,Director,Cast,Country,Date_added,Release_year,Rating,Duration,Listed_in,Description,Type,Tyoe
80242828,Stephanie,Akiva Goldsman,"Shree Cooks, Frank Grillo, Anna Torv",United States,2018-09-01,2017,R,86 min,Horror Movies,"A Menacing, Unseen Force Stalks A Young Girl Living By Herself In A Suburban House, Where She'S Surrounded By Reminders Of Her Once-Happy Family.",Movie,Movie
81004223,Terrifier,Damien Leone,"Jenna Kanell, Samantha Scaffidi, David Howard Thornton, Catherine Corcoran, Pooya Mohseni, Matt Mcallister, Katie Maguire, Gino Cafarelli, Cory Duval, Michael Leavy",United States,2018-09-01,2017,Tv-Ma,84 min,"Horror Movies, Independent Movies, Thrillers","On Halloween Night, Inside A Dilapidated Apartment Building, Art The Clown Stalks His Victims, Slicing And Slaughtering In Terrifying Silence.",Movie,Movie
80198730,The Keeping Hours,Karen Moncrieff,"Lee Pace, Carrie Coon, Sander Thomas, Amy Smart, Ray Baker, Ana Ortiz, Molly Hagan, Christina Vidal, Anna Diop, Jane Daly, Cliff Chamberlain",United States,2018-09-01,2017,Pg-13,95 min,"Dramas, Thrillers","Years After The Death Of Their Only Child And Subsequent Divorce, A Couple Discovers That Their Son'S Ghost Continues To Inhabit Their Former Home.",Movie,Movie
81016043,The Promise,Sophon Sakdaphisit,"Bee Namthip, Apichaya Thongkham, Thunyaphat Pattarateerachaicharoen, Panisara Rikulsurakan, Deuntem Salitul, Benjamin Joseph Varney, Suchada Poonpattanasuk, Surachai Ningsanond, Teerapop Songwaja, Duangjai Hiransri, Sawanee Utoomma, Chaleeda Gilbert",Thailand,2018-09-01,2017,Tv-Ma,113 min,"Horror Movies, International Movies, Thrillers","In The Wake Of The 1997 Financial Crisis, Two Teens Whose Families Face Bankruptcy Make A Suicide Pact – But One Of Them Breaks The Promise.",Movie,Movie
17672040,The River Wild,Curtis Hanson,"Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello, John C. Reilly, Benjamin Bratt, Elizabeth Hoffman, William Lucking, Diane Delano",United States,2018-09-01,1994,Pg-13,111 min,Action & Adventure,"A Turbulent Vacation Turns Deadly When A Fugitive And His Crew Kidnap A River Rafting Guide And Her Family, Forcing Them Down The Dangerous River.",Movie,Movie
70254350,Chennai Express,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari",India,2018-08-31,2013,Tv-14,135 min,"Action & Adventure, Comedies, International Movies",What Could Have Been A Sad Journey Turns Joyful For Rahul When He Falls In Love With A Woman En Route To Submerging His Grandfather'S Ashes.,Movie,Movie
70033611,"Justice, My Foot!",Johnnie To,"Stephen Chow, Anita Mui, Carrie Ng, Wai Ai, Benjamin Chan, Ka Sang Cheung, Wing Cho, Paul Chun, Eddy Ko, Chi Ming Lau",Hong Kong,2018-08-31,1992,Tv-14,95 min,"Action & Adventure, Comedies, International Movies",Slick Lawyer Sung Fears He'S Been Cursed With Bad Karma And Considers Giving Up His Practice – Until He'S Approached By A Widow Accused Of Murder.,Movie,Movie
80997863,Prince Charming,Wong Jing,"Kenny Bee, Cherie Chung, Chan Pak-Cheung, Rosamund Kwan, Maggie Cheung",Hong Kong,2018-08-31,1984,Tv-Pg,93 min,"Comedies, International Movies, Romantic Movies","Two Young Buddies Seek Love In Hawaii, And Upon Returning Home In Disappointment, Soon Entangle Themselves In A Messy Identity Swap.",Movie,Movie
80114719,The Laws Of Thermodynamics,Mateo Gil,"Vito Sanz, Berta Vázquez, Chino Darín, Vicky Luengo, Andrea Ros, Irene Escolar, Josep Maria Pou, Daniel Sánchez Arévalo",Spain,2018-08-31,2018,Tv-Ma,101 min,"Comedies, International Movies, Romantic Movies","A Physicist Uses The Laws Of Thermodynamics To Describe Romance And Relationships, But His Theories Prove Faulty When It Comes To His Own Love Life.",Movie,Movie
70267834,Inequality For All,Jacob Kornbluth,Robert Reich,United States,2018-08-29,2013,Pg,90 min,Documentaries,Former U.S. Labor Secretary Robert Reich Makes A Compelling Case About The Serious Crisis The U.S. Faces Due To The Widening Economic Gap.,Movie,Movie
81002601,Conjuring Spirit,Van M. Pham,"Phuong Mai, Quang Su, Hoang Phuc Nguyen, Chi Pu, Tien Pham, Hoai An",Vietnam,2018-08-28,2014,Tv-Ma,112 min,"Horror Movies, International Movies, Thrillers","In The Wake Of Her Husband'S Betrayal, A Novelist And Mother Moves To An Old Building, Where She Receives A Music Box And Encounters A Strange Spirit.",Movie,Movie
80177776,Naam Shabana,Shivam Nair,"Tapsee Pannu, Akshay Kumar, Manoj Bajpayee, Prithviraj Sukumaran, Danny Denzongpa, Anupam Kher, Zakir Hussain, Virendra Saxenda",India,2018-08-28,2017,Tv-14,141 min,"Action & Adventure, International Movies","A Fiery Young Woman Accepts Help From A Spy Agency To Avenge Her Lover'S Murder. In Return, She Must Prove Herself As One Of Their Top Recruits.",Movie,Movie
81016192,Qarib Qarib Singlle,Tanuja Chandra,"Irrfan Khan, Parvathy, Neha Dhupia, Pushtii Shakti, Luke Kenny, Siddharth Menon, Bajrangbali Singh, Brijendra Kala",India,2018-08-28,2017,Tv-14,120 min,"Comedies, International Movies, Romantic Movies","After Reluctantly Joining A Dating App, A 35-Year-Old Widow Accompanies An Easygoing Poet On A Trip To Visit Three Of His Exes.",Movie,Movie
81016194,Spyder,A.R. Murugadoss,"Mahesh Babu, Rakul Preet Singh, S.J. Surya, Bharath Srinivasan, Priyadarshi Pullikonda, Rj Balaji",India,2018-08-28,2017,Tv-14,140 min,"Action & Adventure, International Movies","When An Intelligence Bureau Officer’S Phone-Tapping Day Job Leads Him To A Serial Killer, He Must Track Down And Thwart The Murderer’S Next Steps.",Movie,Movie
80108234,May We Chat,Philip Yung,"Irene Wan, Peter Mak, Rainky Wai, Heidi Lee, Kabby Hui, Paulyn Sun, Dominic Ho, Au Cheuk-Man",Hong Kong,2018-08-26,2014,Nr,99 min,"Dramas, International Movies","A Messaging App Unites A Mute Prostitute, An Unruly Rich Girl And A Stormy Young Woman, Three Hong Kong Teens Living In Pain And Excess.",Movie,Movie
70293130,Hank: Five Years From The Brink,Joe Berlinger,"Henry Paulson, Wendy Paulson",United States,2018-08-25,2013,Tv-Ma,86 min,Documentaries,"From Joe Berlinger, Director Of The ""Paradise Lost"" Trilogy, Comes This Documentary About Controversial Former U.S. Treasury Secretary Henry Paulson.",Movie,Movie
60000677,Head On,Ana Kokkinos,"Alex Dimitriades, Paul Capsis, Julian Garner, Tony Nikolakopoulos, Elena Mandalis, Eugenia Fragos, Damien Fotiou, Andrea Mandalis, Maria Mercedes, Dora Kaskanis, Alex Papps, Vassili Zappa",Australia,2018-08-25,1998,Tv-Ma,104 min,"Dramas, Independent Movies, Lgbtq Movies","This Edgy Drama Follows 19-Year-Old Ari, A Gay Greek-Australian Whose Roiling Ethnic- And Sexual-Identity Struggles Lead To A Wild, 24-Hour Odyssey.",Movie,Movie
70012316,Inuyasha The Movie: Affections Touching Across Time,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Kenichi Ogata, Noriko Hidaka, Hisako Kyoda, Ken Narita",Japan,2018-08-25,2001,Tv-Ma,100 min,"Action & Adventure, Anime Features, International Movies","A Powerful Demon Has Been Sealed Away For 200 Years. But When The Demon'S Son Is Awakened, The Fate Of The World Is In Jeopardy.",Movie,Movie
70304914,Maria Bamford: The Special Special Special,Jordan Brady,"Maria Bamford, Wayne Federman, Jackie Kashian",United States,2018-08-25,2012,Tv-Ma,50 min,Stand-Up Comedy,"Spend An Evening With Gleeful, Oh-So-Awkward Maria Bamford Via Her Cozy, Shot-At-Home Comedy Special, Which Has A Two-Person Audience: Her Parents.",Movie,Movie
70298926,Nymphomaniac: Volume Ii,Lars Von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia Labeouf, Christian Slater, Jamie Bell, Uma Thurman, Willem Dafoe, Mia Goth, Sophie Kennedy Clark, Michael Pas, Stellan Skarsgard","Denmark, Germany, Belgium, United Kingdom, France, Sweden",2018-08-25,2013,Tv-Ma,124 min,"Dramas, Independent Movies, International Movies",The Second Half Of Lars Von Trier'S Epic Follows Joe As Her Reignited Sex Addiction Destroys Her Family And Thrusts Her Toward A Surprising New Trade.,Movie,Movie
80245450,Ghoul,Patrick Graham,"Radhika Apte, Manav Kaul, Ratnabali Bhattacharjee, Mahesh Balraj",India,2018-08-24,2018,Tv-Ma,1 Season,"International Tv Shows, Tv Dramas, Tv Horror","When A New Prisoner At A Military Detention Center Exhibits Eerie Behavior, A Young Interrogator’S Search For The Truth Becomes A Battle For Survival.",TV Show,Tv Show
81008272,One Last Shot,Mike Clattenburg,"Robb Wells, John Paul Tremblay, John Dunsworth",Canada,2018-08-24,1998,Tv-Ma,31 min,Comedies,"In This Low-Budget Short Film, Two Best Buddies Meet Up For A Night Of Booze-Fueled Fun Before One Of Them Moves To Vancouver.",Movie,Movie
81012978,Take My Brother Away,Han Qing,"Sun Qian, Joseph Zeng, Lv Xiao Yu, Hu Yong Tao, Wang Xu Dong, Ma Bai Quan",China,2018-08-24,2018,Tv-14,1 Season,"International Tv Shows, Tv Comedies, Tv Dramas","Bickering Siblings Shi Miao And Shi Fen Tackle Friendship Matters, School Drama And The Pitfalls Of Growing Up With Little Parental Supervision.",TV Show,Tv Show
80144145,The After Party,Ian Edelman,"Kyle Harvey, Harrison Holzer, Teyana Taylor, Shelley Hennig, Wiz Khalifa, Blair Underwood, Jordan Rock, Amin Joseph, Andy Buckley, Jamie Choi",United States,2018-08-24,2018,Tv-Ma,90 min,"Comedies, Music & Musicals",An Aspiring Rapper And His Best Friend/Manager Have One Night To Bounce Back From Embarrassment And Make Their Dreams Of Hip-Hop Stardom Come True.,Movie,Movie
70274390,Elephants Dream 4 Hour,Bassam Kurdali,"Cas Jansen, Tygo Gernandt",Netherlands,2018-08-23,2006,Tv-Ma,196 min,"International Movies, Sci-Fi & Fantasy","Friends Proog And Emo Live In A Capricious, Seemingly Infinite Machine With A Sinister Purpose In This Experimental Computer-Animated Short.",Movie,Movie
80224150,The Lodgers,Brian O'Malley,"Charlotte Vega, Bill Milner, David Bradley, Eugene Simon, Moe Dunford, Deirdre O'Kane, Roisin Murphy, Anthony Murphy, Brendan O'Rourke, Emmett Kelly",Ireland,2018-08-23,2017,R,93 min,"Horror Movies, International Movies","Twin Siblings Live Under A Curse In Their Ancestral Home, But One Of Them Is Tempted To Defy House Rules, Angering The Spirits Keeping Them Hostage.",Movie,Movie
81016193,Bareilly Ki Barfi,Ashwiny Iyer Tiwari,"Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao, Pankaj Tripathi, Seema Pahwa, Rohit Chaudhury, Swati Semwal",India,2018-08-21,2017,Tv-Pg,110 min,"Comedies, Dramas, International Movies","When She Falls In Love With The Author Of A Novel She Adores, Bohemian Bitti Enlists The Help Of A Local Printer To Find Her New Object Of Affection.",Movie,Movie
81016196,Mersal,Atlee Kumar,"Joseph Vijay, S.J. Surya, Kajal Aggarwal, Samantha Ruth Prabhu, Nithya Menon, Vadivelu, Sathyaraj",India,2018-08-21,2017,Tv-14,162 min,"Action & Adventure, Dramas, International Movies","A Detective Arrests A Doctor For Crimes Targeting Medical Professionals But Later Finds The Real Culprit In A Tale Of Revenge, Corruption And Magic.",Movie,Movie
80201175,Mom,Ravi Udyawar,"Sridevi, Akshaye Khanna, Sajal Ali, Nawazuddin Siddiqui, Adnan Siddiqui, Pitobash, Abhimanyu Singh, Vikas Verma",India,2018-08-21,2017,Tv-Ma,139 min,"Dramas, International Movies, Thrillers","After Her Stepdaughter Is Sexually Assaulted At A Party, A Furious Mother Sets Out To Destroy The Lives Of The Four Perpetrators Who Walked Away Free.",Movie,Movie
81016191,Pad Man,R. Balki,"Akshay Kumar, Sonam Kapoor, Radhika Apte, Jyoti Subhash, Urmila Mahanta, Suneel Sinha, Sanjay Singh, Rakesh Chaturvedi Om",India,2018-08-21,2018,Pg-13,130 min,"Dramas, International Movies, Romantic Movies","Despite Public Humiliation And Resistance, An Entrepreneur Markets A Hygienic, Low-Cost Sanitary Pad That Even India'S Poorest Women Can Afford.",Movie,Movie
80199962,Toilet: Ek Prem Katha,Shree Narayan Singh,"Akshay Kumar, Bhumi Pednekar, Divyendu Sharma, Atul Srivastava, Anupam Kher, Ayesha Raza Mishra, Mukesh S Bhatt, Shubha Khote, Sudhir Pandey",India,2018-08-21,2017,Tv-14,145 min,"Comedies, Dramas, International Movies","On Her First Day Of Marriage, A Woman Leaves Her Husband Upon Learning His Home Lacks A Toilet, Sparking A Quixotic Quest To Acquire Modern Sanitation.",Movie,Movie
80234464,Attitude Test,"Fabrizio Copano, Augusto Matte","Belén Soto, Denise Rosenthal, Constanza Piccoli, Fabiola Alarcón, Lucas Balmaceda, Agustín Silva, Camilo Carmona, Ingrid Cruz, Elvis Fuentes, Samuel Landea",Chile,2018-08-19,2016,Tv-14,88 min,"Comedies, Independent Movies, International Movies","Four High School Seniors Steal An Important College Entrance Exam And Go On Vacation To ""Study,"" But Accidentally Lose The Exam While Partying.",Movie,Movie
80209558,Barrio Universitario,Esteban Vidal,"Fabrizio Copano, Rodrigo Salinas, Pedro Ruminot, Sergio Freire, Juanita Ringeling, Alessandra Denegri, Luis Dubó, Felipe Avello",Chile,2018-08-19,2013,Tv-14,91 min,"Comedies, International Movies",Four Friends From A Humble Technical School Compete Against The Elite Students Of A Prestigious University In A Robot-Building Contest.,Movie,Movie
80209722,Héroes,Esteban Vidal,"Fabrizio Copano, Juanita Ringeling, Fernando Alarcón, Delfina Guzmán, Paty Cofré, Andrés Rillón, Julio Jung, Nicolás Oyarzún",Chile,2018-08-19,2015,Tv-Ma,91 min,"Comedies, International Movies","When An Earthquake Hits Chile, Rescue Workers Must Put Aside Their Differences To Save The Country From A Businessman'S Evil Scheme.",Movie,Movie
80202810,Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",Alejandro Sanz,Spain,2018-08-18,2018,Tv-14,102 min,"Documentaries, International Movies, Music & Musicals",A Retrospective Look At The Life And Career Of Grammy-Award Winning Spanish Musician Alejandro Sanz.,Movie,Movie
80201039,Peter Rabbit,Will Gluck,"James Corden, Domhnall Gleeson, Rose Byrne, Margot Robbie, Daisy Ridley, Elizabeth Debicki, Vauxhall Jermaine, Marianne Jean-Baptiste, Sia, Colin Moody","United States, Australia",2018-08-18,2018,Pg,95 min,"Children & Family Movies, Comedies","In This Mix Of Live Action And Cgi, Rascally Peter Rabbit Faces A Tough New Foe In His Ongoing Battle For The Veggies In Mr. Mcgregor'S Garden.",Movie,Movie
80087352,Same Kind Of Different As Me,Michael Carney,"Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt",United States,2018-08-17,2017,Pg-13,119 min,"Dramas, Faith & Spirituality",A Wealthy Couple Whose Marriage Is On The Rocks Befriends A Local Homeless Man Who Changes Their Perspectives In This Inspiring True Story.,Movie,Movie
80173606,The Motive,Manuel Martín Cuenca,"Javier Gutiérrez, María León, Adelfa Calvo, Adriana Paz, Tenoch Huerta, Rafael Téllez, Antonio De La Torre","Spain, Mexico",2018-08-17,2017,Tv-Ma,114 min,"Comedies, Dramas, International Movies",An Aspiring Writer With No Imagination Seeks Inspiration For His Novel By Manipulating The Lives Of His Neighbors So That He Can Write About Them.,Movie,Movie
80203147,To All The Boys I’Ve Loved Before,Susan Johnson,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Andrew Bachelor, Trezzo Mahoro, Madaleine Arthur, Israel Broussard, Emilija Baranac, John Corbett",United States,2018-08-17,2018,Tv-14,100 min,"Comedies, International Movies, Romantic Movies","When Her Secret Love Letters Somehow Get Mailed To Each Of Her Five Crushes, Lara Jean Finds Her Quiet High School Existence Turned Upside Down.",Movie,Movie
80223582,Yoo Byung Jae: Discomfort Zone,Y. Joon Chung,Yoo Byung Jae,South Korea,2018-08-17,2018,Tv-Ma,54 min,Stand-Up Comedy,Daring Comedian Yoo Byung-Jae Connects Criticism He'S Received From The General Public To Some Of The Most Touchy Issues In Current Korean Society.,Movie,Movie
80243541,Bhavesh Joshi Superhero,Vikramaditya Motwane,"Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma, Shreiya Sabharwal, Pratap Phad, Chinmayee Mandlekar, Nishikant Kamat, Hrishikesh Joshi",India,2018-08-16,2018,Tv-14,150 min,"Dramas, International Movies, Sci-Fi & Fantasy","When His Best Friend Is Killed For Uncovering Political Corruption, An Idealistic Young Man Decides To Become A Masked Fighter For Justice.",Movie,Movie
70033644,Casino Tycoon 2,Wong Jing,Dennis Chan,Hong Kong,2018-08-16,1992,Tv-Ma,108 min,"Action & Adventure, Dramas, International Movies",Casino Mogul Benny Ho Wields Enormous Power. But A Feud With His Former Partner And A Massive Fraud Scheme Soon Threaten His Family And His Empire.,Movie,Movie
80039484,Disciples Of The 36Th Chamber,Chia-Liang Liu,"Hou Hsiao, Gordon Liu, Lily Li, Jason Pai Piao, Chia-Liang Liu",Hong Kong,2018-08-16,1985,Nr,90 min,"Action & Adventure, International Movies","Shaolin Monk San Te Returns To Protect A Fellow Hero With A Talent For Finding Trouble In This Action-Packed Sequel To ""The 36Th Chamber Of Shaolin.""",Movie,Movie
70059191,Legendary Weapons Of China,Chia-Liang Liu,"Gordon Liu, Chia Yung Liu, Hou Hsiao, Chia-Liang Liu, Tiet Wo Chu, Sheng Fu, Kara Hui",Hong Kong,2018-08-16,1982,Tv-14,101 min,"Action & Adventure, Cult Movies, International Movies","Three Assassins – Magician Lei Ying, Hit Man Tieh Hon And Kung Fu Master Ti Tan – Are Sent To Yunnan By Their Clan Leader To Bring To Justice Another Clan Member Who Betrayed The Tribe.",Movie,Movie
11546798,Lifeline,Johnnie To,"Lau Ching Wan, Alex Fong, Carman Lee, Ruby Wong, Raymond Wong Ho-Yin, Damian Lau, Lam Suet, Kenneth Chan",Hong Kong,2018-08-16,1997,Tv-14,104 min,"Action & Adventure, International Movies",Johnnie To'S Character-Centered Drama Follows A Hong Kong Firefighting Crew As They Take On Harrowing Rescue Missions And Navigate Personal Dilemmas.,Movie,Movie
70014531,"Look Out, Officer",Sze Yu Lau,"Stephen Chow, Bill Tung, Stanley Sui-Fan Fung, Vivian Chan, Indra Leech, Amy Yip",Hong Kong,2018-08-16,1990,Tv-Ma,88 min,"Action & Adventure, Comedies, International Movies",An Officer Killed On The Job Returns To Earth As A Ghost To Solve His Own Murder And Seek Justice With The Help Of A Rookie Cop And Some Funky Magic.,Movie,Movie
70026792,Love On Delivery,Stephen Chow,"Stephen Chow, Christy Chung, Ng Man-Tat",Hong Kong,2018-08-16,1994,Tv-14,93 min,"Action & Adventure, Comedies, International Movies","To Prove Himself To A Love Interest, A Delivery Boy Learns Dubious Kung Fu From An Aging Charlatan So He Can Challenge His Archrival To A Fight.",Movie,Movie
80997789,Loving You,Johnnie To,"Lau Ching Wan, Carman Lee, Tsung-Hua To, Chung-Wai Lee, Ruby Wong",Hong Kong,2018-08-16,1995,Tv-14,79 min,"Dramas, International Movies","Struggling In A Loveless Marriage, A Hard-Drinking, Workaholic Cop Finds A Chance At Redemption After A Fateful Incident Leaves Him Wounded.",Movie,Movie
80997867,Mahjong Heroes,Li Pei-Chuan,"Patrick Tse, Betty Ting Pei, Hua Yueh, Chin Siu Ho, Lau Hak-Suen, Kwan Hoi-San",Hong Kong,2018-08-16,1981,Tv-Pg,92 min,"Comedies, International Movies","In This Comedy, Characters From All Walks Of Life Go Head-To-Head Around The Mahjong Table In A High-Stakes Contest Of Different Playing Styles.",Movie,Movie
80039662,Martial Arts Of Shaolin,Chia-Liang Liu,"Jet Li, Jianqiang Hu, Qiuyan Huang, Qingfu Pan, Yu Chenghui, Yu Hai, Jianwen Zhang","Hong Kong, China",2018-08-16,1986,Tv-Ma,90 min,"Action & Adventure, International Movies","In Ancient China, Zhi Ming Trains At The Legendary Northern Shaolin Temple To Avenge The Death Of His Father At The Hands Of A Nefarious Magistrate.",Movie,Movie
80997862,Mr. Virgin,Anthony Chan,"Olivia Cheng, Alfred Cheung, Hu Chin, Chung Ping Geung, Anglie Leung",Hong Kong,2018-08-16,1984,Tv-14,86 min,"Comedies, Dramas, International Movies","When A Young Man Ignores A Feng Shui Master’S Warning And Decides To Marry Before Turning 30, A Series Of Mishaps Begins To Curse His Life.",Movie,Movie
60027334,"My Schoolmate, The Barbarian","Siu-Hung Chung, Wong Jing","Nicholas Tse, Stephen Fung, Joey Yung, Samuel Pang, Serena Po, Ken Chung, Hyper Bb, Ka Ho Yu, Frankie Chi-Hung Ng, Lai Hing Chan",Hong Kong,2018-08-16,2001,Tv-Ma,90 min,"Action & Adventure, Comedies, International Movies","A Brainy Private School Student Is Transferred To A Far Less Elite Institution, Where He Must Fend Off Classmates Who Settle Scores With Fistfights.",Movie,Movie
80999983,Oh My Ghost 3,Poj Arnon,"Kohtee Aramboy, Yingsak Chonglertjetsadawong, Jaturong Mokjok, Waraphat Phatsathit, Wiradit Srimalai, Ekkachai Srivichai, Varuth Waratham, Butsarin Yokpraipan",Thailand,2018-08-16,2012,Tv-Ma,103 min,"Comedies, Horror Movies, International Movies","After A Body Is Discovered In Their Building, A Vengeful, Paranormal Presence Begins To Affect Taew, Mod Dum And Cartoon'S Business.",Movie,Movie
70111922,Opium And The Kung Fu Master,Chia Tang,"Lung Ti, Te-Lo Mai, Leanne Liu, Kuan Tai Chen, Phillip Ko, Kuan-Chung Ku, Kwok Kuen Chan, Hoi Sang Lee, Tau Wan Yue, Chia Tang, Shen Chan",Hong Kong,2018-08-16,1984,Tv-Ma,86 min,"Action & Adventure, International Movies","Leader Of The Ten Kwangtung Tigers, Tieh Chiao-San Works With His Kung Fu Students To Protect His Village From Crime. But When An Opium Dealer Starts To Ruin The Town, Tieh Chiao-San Struggles To Fight Back, Thanks To His Growing Opium Addiction.",Movie,Movie
80997859,Painted Faces,Alex Law,"Sammo Kam-Bo Hung, Ching-Ying Lam, Cheng Pei-Pei",Hong Kong,2018-08-16,1988,Tv-Pg,108 min,"Dramas, International Movies","In This Dramatized Rendition, Students Undergo Rigorous Study At Master Yu'S Peking Opera School, A Cradle For Future Hong Kong Film Stars.",Movie,Movie
70130432,Return To The 36Th Chamber,Chia-Liang Liu,"Gordon Liu, Lung Wei Wang, Hou Hsiao, Lun Hua, Yeong-Mun Kwon, Kara Hui, Szu-Chia Chen, Tsui Ling Yu, Wei Hao Teng, Gong Shih",Hong Kong,2018-08-16,1980,R,97 min,"Action & Adventure, Comedies, International Movies","When Thugs Prey Upon Innocent Factory Workers, A Small-Time Scammer Trains For Revenge By Studying The Moves Of Shaolin Temple Monks.",Movie,Movie
70033579,Shark Busters,Herman Yau,"Danny Lee, Hui Siu-Hung, Lam Suet, Alfred Cheung, Brian Ireland, Ken Lo, Lai Suk-Yin, Yeung Tin-King, Fung Hak-On, Jamie Luk",Hong Kong,2018-08-16,2002,Tv-14,92 min,"Dramas, International Movies","Hit By A Media Storm Over His Own Mounting Debts, A Police Officer Leads An Investigation Against The Loan Sharks Behind A Sinister Credit Scheme.",Movie,Movie
70100527,Sword Masters: Two Champions Of Shaolin,Cheh Chang,"Meng Lo, Sheng Chiang, Li Wang, Siu-Ho Chin, Feng Lu, Chien Sun, Hsueh-Erh Wen, Tai-Ping Yu",Hong Kong,2018-08-16,1980,R,101 min,"Action & Adventure, International Movies","Shaolin Warrior Tung Chien-Chen Is Injured In Battle Against The Hated Wu Tang Clan, And Nursed Back To Health By A Knife-Throwing Master. As He Recovers, Tung Learns This Deadly Art, And Also Falls In Love With His Teacher'S Daughter.",Movie,Movie
80997857,The Bare-Footed Kid,Johnnie To,"Aaron Kwok, Lung Ti, Maggie Cheung, Chien-Lien Wu, Paul Chun, Kenneth Tsang",Hong Kong,2018-08-16,1993,Tv-Ma,83 min,"Action & Adventure, International Movies","While Working At A Family Friend'S Business, A Penniless Orphan Draws The Attention Of A Corrupt Competitor And Is Torn Between Divided Loyalties.",Movie,Movie
80997793,The Mad Monk,Johnny To,"Stephen Chow, Maggie Cheung, Anthony Wong Chau-Sang, Kirk Wong, Ng Man-Tat, Anita Mui",Hong Kong,2018-08-16,1993,Tv-14,85 min,"Comedies, International Movies, Sci-Fi & Fantasy","To Avoid Punishment For His Misdeeds, An Arrogant God Accepts A Mission To Reform Three Mortals On Earth, Where He Must Also Contend With A Demon.",Movie,Movie
80997861,The Young Vagabond,Sze Yu Lau,"Chia-Hui Liu, Wong Yu, Jason Pai Piao, Lung Wei Wang, Hoi-Shan Kwan, Feng Ku, San Nam Hung, Kuo Hua Chang, Feng Kuan",Hong Kong,2018-08-16,1985,Tv-14,85 min,"Action & Adventure, Comedies, International Movies","To Avenge His Master, A Wine-Loving Young Man Steps Up His Fighting Skills To Defeat A Powerful Thief In A Life-Or-Death Match.",Movie,Movie
70299867,Wish I Was Here,Zach Braff,"Zach Braff, Kate Hudson, Donald Faison, Joey King, Josh Gad, Jim Parsons, Pierce Gagnon, Mandy Patinkin, Ashley Greene, Michael Weston",United States,2018-08-16,2014,R,106 min,"Comedies, Dramas, Independent Movies","With His Acting Career Moribund, Aidan Bloom Steers A New Tack In Life, Taking Over His Children'S Education When Private School Becomes Too Costly.",Movie,Movie
80209061,Adventures In Public School,Kyle Rideout,"Daniel Doheny, Judy Greer, Siobhan Williams, Russell Peters, Grace Park, Andrew Mcnee, Alex Barima, Andrew Herr, Eva Day, Josh Epstein","Canada, United States",2018-08-15,2018,Nr,86 min,Comedies,"After Years Of Home-Schooling, An Awkward Teen Decides He Wants A Public High School Experience, But His Overbearing Mother Struggles To Let Go.",Movie,Movie
81002212,Bioscope,"Gajendra Ahire, Viju Mane, Girish Mohite, Ravi Jadhav","Nina Kulkarni, Suhas Palshikar, Kushal Badrike, Spruha Joshi, Mangesh Desai, Smita Tambe, Veena Jamkar, Sandeep Khare",India,2018-08-15,2015,Tv-14,131 min,"Dramas, International Movies, Lgbtq Movies","Inspired By Classic And Contemporary Literature, Four Renowned Marathi Directors Create Four Individual Stories In This Anthology Of Short Films.",Movie,Movie
80176707,For Here Or To Go?,Rucha Humnabadkar,"Ali Fazal, Melanie Chandra, Rajit Kapoor, Amitosh Nagpal, Omi Vaidya, Samrat Chakrabarti, Keith Stevenson","United States, India",2018-08-15,2015,Tv-Ma,105 min,"Comedies, Dramas, Independent Movies",A Software Engineer Must Decide If He'D Rather Navigate America'S Frustrating Visa Renewal Process Or Simply Return To His Home Country Of India.,Movie,Movie
80199381,Hostiles,Scott Cooper,"Christian Bale, Rosamund Pike, Wes Studi, Jesse Plemons, Timothée Chalamet, Ben Foster, Adam Beach, Rory Cochrane, Peter Mullan, Scott Wilson, Paul Anderson, Jonathan Majors, John Benjamin Hickey, Q'Orianka Kilcher, Ryan Bingham",United States,2018-08-15,2017,R,134 min,Dramas,"After A Long Career Battling The Cheyenne, A U.S. Army Captain Is Ordered To Safely Escort The Tribe'S Most Influential Chief To His Montana Homeland.",Movie,Movie
80202176,Hurricane Bianca: From Russia With Hate,Matt Kugelman,"Roy Haylock, Rachel Dratch, Brian Mccook, D.J. ""Shangela"" Pierce, Doug Plaut, Cheyenne Jackson, Kristen Johnston, Heather Mcdonald, Wanda Sykes, Janeane Garofalo",United States,2018-08-15,2018,Tv-Ma,85 min,"Comedies, Independent Movies, Lgbtq Movies","When Texas Teacher Richard Is Lured To Russia Under False Pretenses By His Enemy Deb, His Drag Alter Ego Bianca Soon Turns The Country Upside Down.",Movie,Movie
